epoch,direction_1d_accuracy,direction_1d_auc,direction_1d_loss,direction_5d_accuracy,direction_5d_auc,direction_5d_loss,loss,return_1d_loss,return_1d_mae,return_3d_loss,return_3d_mae,return_5d_loss,return_5d_mae,val_direction_1d_accuracy,val_direction_1d_auc,val_direction_1d_loss,val_direction_5d_accuracy,val_direction_5d_auc,val_direction_5d_loss,val_loss,val_return_1d_loss,val_return_1d_mae,val_return_3d_loss,val_return_3d_mae,val_return_5d_loss,val_return_5d_mae
10,0.7277523279190063,0.8048677444458008,0.5355131030082703,0.7812716960906982,0.8659425377845764,0.45302844047546387,0.4950532913208008,8.580100256949663e-05,0.012585299089550972,0.0002937187673524022,0.022546926513314247,0.0004623641143552959,0.026330705732107162,0.5148628950119019,0.5175293684005737,0.8086731433868408,0.5339105129241943,0.5032509565353394,1.101965069770813,0.955877423286438,7.685954915359616e-05,0.01165492832660675,0.00027997069992125034,0.022014958783984184,0.0005848546861670911,0.03146352246403694
11,0.736290454864502,0.8162707686424255,0.5223423838615417,0.7954151034355164,0.879305362701416,0.43185529112815857,0.4778869152069092,8.439706289209425e-05,0.012425852939486504,0.0002884076093323529,0.0222589410841465,0.00045509214396588504,0.02602255530655384,0.5154813528060913,0.5211414694786072,0.8204495310783386,0.5307359099388123,0.5078367590904236,1.1653636693954468,0.9939396977424622,8.05016970844008e-05,0.01207274291664362,0.00033689310657791793,0.02520139515399933,0.0006869222852401435,0.0353747233748436
12,0.7488719820976257,0.8289929628372192,0.5072643756866455,0.8075975179672241,0.8926222920417786,0.4096021056175232,0.45904412865638733,8.311592682730407e-05,0.012276924215257168,0.000283017783658579,0.021950285881757736,0.00043598253978416324,0.025281434878706932,0.5123891830444336,0.514284074306488,0.8138619065284729,0.5299113392829895,0.5055121779441833,1.0724159479141235,0.9445205926895142,8.115242962958291e-05,0.012143903411924839,0.00035038532223552465,0.025901449844241142,0.00063765310915187,0.033434223383665085
13,0.7576357126235962,0.8389572501182556,0.49353229999542236,0.8208559155464172,0.9043363928794861,0.3881683647632599,0.4416544437408447,8.02217036834918e-05,0.011967630125582218,0.0002733500150498003,0.021394697949290276,0.0004238648689351976,0.02478702738881111,0.514615535736084,0.5218146443367004,0.8952208161354065,0.5274376273155212,0.5061896443367004,1.1985247135162354,1.0486054420471191,9.540169412503019e-05,0.013720950111746788,0.0003136572486255318,0.02392793446779251,0.0006119052995927632,0.032540369778871536
14,0.7655664086341858,0.8491774201393127,0.4797760248184204,0.8349645733833313,0.9166660904884338,0.36395466327667236,0.42261749505996704,7.965318218339235e-05,0.011895284987986088,0.0002683996281120926,0.021124273538589478,0.00040945824002847075,0.024198131635785103,0.5104926824569702,0.5147688388824463,0.8743616938591003,0.5264893770217896,0.508225679397583,1.240010142326355,1.0587111711502075,8.407915447605774e-05,0.012483252212405205,0.00033517906558699906,0.02511063776910305,0.000605777429882437,0.03231201320886612
15,0.7775406241416931,0.8626846671104431,0.46025213599205017,0.8455678224563599,0.9267839193344116,0.3420047163963318,0.4017904996871948,7.776859274599701e-05,0.011686505749821663,0.0002642851904965937,0.020877927541732788,0.0003997443418484181,0.02380579337477684,0.5147392153739929,0.5201483964920044,0.9218785166740417,0.5241393446922302,0.4972682595252991,1.483927845954895,1.2041499614715576,9.711064194561914e-05,0.013924794271588326,0.0003125200455542654,0.023858843371272087,0.0006782860145904124,0.035066600888967514
16,0.7860613465309143,0.8727408647537231,0.4444812536239624,0.8571081757545471,0.9360940456390381,0.319627970457077,0.3827888071537018,7.60772090870887e-05,0.011508801952004433,0.0002597346028778702,0.02062770165503025,0.0003963863127864897,0.02365788072347641,0.5103277564048767,0.5196537971496582,0.9841676354408264,0.5289218425750732,0.501346230506897,1.643638014793396,1.3144690990447998,9.248543210560456e-05,0.013437674380838871,0.0003295562928542495,0.024835165590047836,0.0006672225426882505,0.03464917838573456
17,0.7985734939575195,0.8834836483001709,0.42714086174964905,0.8675031065940857,0.9434978365898132,0.30151256918907166,0.3650512993335724,7.579009979963303e-05,0.011461203917860985,0.0002550802018959075,0.020370010286569595,0.00038607403985224664,0.02323351427912712,0.5110698938369751,0.515785276889801,1.0310313701629639,0.5236446261405945,0.5026079416275024,1.652549147605896,1.343040943145752,8.316453750012442e-05,0.012379751540720463,0.00038518811925314367,0.02780804969370365,0.0007514948956668377,0.03766858950257301
18,0.809402346611023,0.8943012356758118,0.4082348048686981,0.879043459892273,0.9525513648986816,0.27692461013793945,0.3432886600494385,7.437252497766167e-05,0.011317470110952854,0.00024975865380838513,0.020060691982507706,0.0003714264021255076,0.022643251344561577,0.5112760066986084,0.5183167457580566,1.040825605392456,0.5273551940917969,0.5090253353118896,1.8487502336502075,1.4448796510696411,9.656452311901376e-05,0.013876424171030521,0.0003254995390307158,0.024603720754384995,0.0007291965303011239,0.036986421793699265
19,0.8210120797157288,0.9045773148536682,0.38950714468955994,0.8888136744499207,0.9588932394981384,0.25802847743034363,0.32445740699768066,7.322790042962879e-05,0.011176399886608124,0.0002494897344149649,0.020072555169463158,0.0003681425587274134,0.022540850564837456,0.5118532180786133,0.5196531414985657,1.0697263479232788,0.5304885506629944,0.5082736611366272,1.922031283378601,1.4972660541534424,9.684042743174359e-05,0.013923823833465576,0.0003201033396180719,0.024314921349287033,0.0007111492450349033,0.036324720829725266
20,0.8324829936027527,0.9139910340309143,0.3710855543613434,0.8975774049758911,0.9635136723518372,0.24324221909046173,0.30773380398750305,7.222237036330625e-05,0.011065473780035973,0.0002507282479200512,0.020107751712203026,0.0003766770241782069,0.022832412272691727,0.5099154710769653,0.5139040350914001,1.194388747215271,0.5170068144798279,0.5030788779258728,1.7663501501083374,1.4819775819778442,0.00010466054663993418,0.01473622489720583,0.00038620710256509483,0.027842428535223007,0.0007774567347951233,0.038636066019535065
21,0.8403963446617126,0.9221246242523193,0.3537856340408325,0.9054387211799622,0.9689190983772278,0.22458626329898834,0.2899029850959778,7.171788456616923e-05,0.011001653969287872,0.00024148386728484184,0.019588368013501167,0.0003610493440646678,0.022220762446522713,0.5136260390281677,0.520080029964447,1.207321286201477,0.5262007713317871,0.506470263004303,1.8683322668075562,1.5373402833938599,0.00010619679233059287,0.01490325853228569,0.0003952637780457735,0.028310785070061684,0.0007584178238175809,0.037867721170186996
22,0.8495418429374695,0.9295046329498291,0.33730462193489075,0.9111481308937073,0.971633791923523,0.2146143764257431,0.2765946388244629,7.197322702268139e-05,0.011047947220504284,0.0002415949129499495,0.0196156557649374,0.0003567553067114204,0.02202887274324894,0.5111111402511597,0.521630048751831,1.1639708280563354,0.5335394740104675,0.5178510546684265,1.9641965627670288,1.5640604496002197,0.00010524713434278965,0.014819190837442875,0.0003315700450912118,0.024930113926529884,0.0007002197671681643,0.03585975244641304
23,0.8594335913658142,0.938049852848053,0.31682974100112915,0.9170831441879272,0.9752870798110962,0.19985342025756836,0.25922590494155884,7.17133516445756e-05,0.011012320406734943,0.00023833385785110295,0.01940537989139557,0.00034965877421200275,0.021710876375436783,0.5135848522186279,0.5220553278923035,1.3227165937423706,0.52529376745224,0.5044493675231934,2.354372978210449,1.838786005973816,0.00012070906814187765,0.016457824036478996,0.00041399369365535676,0.029374584555625916,0.0007278562407009304,0.036909688264131546
24,0.8680757880210876,0.9448882341384888,0.2994086444377899,0.9225322604179382,0.9786313772201538,0.18614985048770905,0.24343708157539368,7.350123632932082e-05,0.01121155358850956,0.0002381009398959577,0.01939225196838379,0.00034472672268748283,0.02154497802257538,0.5124716758728027,0.5195632576942444,1.3906512260437012,0.5241805911064148,0.5135487914085388,1.9725998640060425,1.681072473526001,9.695545304566622e-05,0.013927821069955826,0.0003292804176453501,0.024797819554805756,0.0007158454391174018,0.036349523812532425
25,0.8768395185470581,0.9504468441009521,0.28420811891555786,0.9276169538497925,0.9809746742248535,0.1755029261112213,0.23048627376556396,7.024592196103185e-05,0.010845091193914413,0.00023732753470540047,0.019363701343536377,0.0003443265741225332,0.02147158421576023,0.5135436058044434,0.5182926654815674,1.4786485433578491,0.5317254066467285,0.5110986828804016,2.3871188163757324,1.9330968856811523,0.00013303580635692924,0.017757248133420944,0.00034145006793551147,0.02547518163919449,0.0007086828700266778,0.036230120807886124
26,0.8815771341323853,0.9545322060585022,0.2724907100200653,0.9318860173225403,0.9830085635185242,0.1653808057308197,0.21955625712871552,6.981350452406332e-05,0.010796921327710152,0.00023452466120943427,0.019194960594177246,0.0003389802877791226,0.02126283198595047,0.5124304294586182,0.5155138373374939,1.433465600013733,0.5281797647476196,0.5088673233985901,2.3887975215911865,1.910057544708252,9.06104760360904e-05,0.013228751718997955,0.0003490866220090538,0.025870149955153465,0.0007503851666115224,0.037736665457487106
27,0.8928050994873047,0.9610890746116638,0.25204750895500183,0.9360162615776062,0.9842524528503418,0.15883268415927887,0.20615170896053314,6.810460035922006e-05,0.010613112710416317,0.00023488278384320438,0.01922610029578209,0.0003412310325074941,0.021403225138783455,0.5121005773544312,0.5187191367149353,1.490942358970642,0.5330035090446472,0.5176697373390198,2.2547614574432373,1.8726341724395752,9.993362618843094e-05,0.014257165603339672,0.00032477849163115025,0.024549387395381927,0.0006279809749685228,0.03317560255527496
28,0.898635983467102,0.9655327200889587,0.23756103217601776,0.9412918090820312,0.9870871305465698,0.1439690887928009,0.19147993624210358,6.773438508389518e-05,0.010558807291090488,0.00023819805937819183,0.019429858773946762,0.00034371306537650526,0.02144526317715645,0.5125953555107117,0.5187771916389465,1.6009408235549927,0.531684160232544,0.5187552571296692,2.525172472000122,2.0625836849212646,9.702711395220831e-05,0.013937057927250862,0.0003720113600138575,0.027137286961078644,0.000821216031908989,0.04025842621922493
29,0.9063584804534912,0.9687605500221252,0.2261672019958496,0.943148672580719,0.9875683188438416,0.14068154990673065,0.1840556263923645,6.762544944649562e-05,0.010554330423474312,0.00023676265846006572,0.01932523027062416,0.0003371817583683878,0.021212447434663773,0.5117707848548889,0.5170560479164124,1.7669137716293335,0.5283446907997131,0.5123209953308105,2.5393779277801514,2.152580499649048,9.56238727667369e-05,0.013793639838695526,0.00036346574779599905,0.026661571115255356,0.0007321268203668296,0.036999914795160294
30,0.9112175703048706,0.9724804162979126,0.21230240166187286,0.9472094774246216,0.9888735413551331,0.13291972875595093,0.1731635183095932,6.694369949400425e-05,0.01047238614410162,0.00023236143169924617,0.019071999937295914,0.00033352922764606774,0.02104966528713703,0.510987401008606,0.5176649689674377,1.6526098251342773,0.5253349542617798,0.5120642185211182,2.4572198390960693,2.053539752960205,9.424590825801715e-05,0.013634945265948772,0.000347867637174204,0.025816062465310097,0.0007274243398569524,0.036858417093753815
31,0.9173955321311951,0.9750949740409851,0.20165900886058807,0.9493787288665771,0.989384651184082,0.12941639125347137,0.1661635935306549,6.695363845210522e-05,0.010476716794073582,0.00023385959502775222,0.019173404201865196,0.0003424706228543073,0.021430369466543198,0.5153988599777222,0.5223078727722168,1.745038628578186,0.5310657620429993,0.5173147916793823,2.706380844116211,2.222560167312622,0.00010029381519416347,0.01429168414324522,0.0003762490814551711,0.027316048741340637,0.000779000052716583,0.038692522794008255
32,0.9203630685806274,0.976935863494873,0.19393974542617798,0.9517388343811035,0.9905781149864197,0.12205754965543747,0.15858934819698334,6.729098095092922e-05,0.010503637604415417,0.00023711008543614298,0.01933451183140278,0.0003356288361828774,0.021138770505785942,0.5165945291519165,0.521713376045227,1.7732750177383423,0.5303648710250854,0.5149784088134766,2.740046262741089,2.2547218799591064,0.00012589649122674018,0.017008136957883835,0.0003840083081740886,0.02775096893310547,0.0006898283609189093,0.03549701347947121
33,0.9246147274971008,0.9794849157333374,0.18282686173915863,0.9550707936286926,0.991475522518158,0.11502369493246078,0.14963003993034363,6.608229887206107e-05,0.010378367267549038,0.000233103841310367,0.019123023375868797,0.00032976278453134,0.02093752846121788,0.5115646123886108,0.5177344679832458,1.9218112230300903,0.5293753743171692,0.5174798965454102,2.497258424758911,2.2066304683685303,0.00010285322059644386,0.014549149200320244,0.0003244538966100663,0.02450253628194332,0.0006153279100544751,0.03267398104071617
34,0.9312959909439087,0.9817303419113159,0.17213235795497894,0.9568061828613281,0.992127001285553,0.11002366244792938,0.14172615110874176,6.70792578603141e-05,0.010485725477337837,0.00023087713634595275,0.018975814804434776,0.0003303659032098949,0.02092582732439041,0.5127190351486206,0.515572726726532,1.9420408010482788,0.5240156650543213,0.5126014947891235,2.7283775806427,2.332110643386841,0.00010087296686833724,0.014342709444463253,0.00031122961081564426,0.02375223860144615,0.0006908953655511141,0.035535816103219986
35,0.9338990449905396,0.9837474822998047,0.1625441312789917,0.9583680629730225,0.9928353428840637,0.10537267476320267,0.13449811935424805,6.555946310982108e-05,0.01032115425914526,0.00022989128774497658,0.01894344575703144,0.0003305964346509427,0.02093609608709812,0.5101216435432434,0.5129109621047974,2.0731475353240967,0.5263656973838806,0.5140669941902161,2.715113878250122,2.3913896083831787,0.00010237612877972424,0.014501774683594704,0.00036406671279110014,0.026672277599573135,0.0006056511192582548,0.03233325108885765
36,0.9369360208511353,0.984745979309082,0.15707799792289734,0.959496021270752,0.9931328296661377,0.10296247154474258,0.13060812652111053,6.604108784813434e-05,0.010377556085586548,0.00023503805277869105,0.01923225447535515,0.0003316104121040553,0.02096216194331646,0.5148628950119019,0.5203647613525391,1.8748856782913208,0.5273964405059814,0.5152270197868347,2.7317020893096924,2.3048441410064697,8.069053728831932e-05,0.012112990021705627,0.0003168703697156161,0.024089321494102478,0.0006113353301770985,0.0325707271695137
37,0.9396432042121887,0.9857789874076843,0.15143048763275146,0.9626891613006592,0.9938241243362427,0.09647402167320251,0.12460595369338989,6.485606718342751e-05,0.010240243747830391,0.00023013626923784614,0.01896890066564083,0.00032807872048579156,0.020846018567681313,0.5156462788581848,0.5188717842102051,2.0295047760009766,0.5240156650543213,0.5102488994598389,2.8479464054107666,2.4373810291290283,0.00011122680734843016,0.01543206162750721,0.0003834831004496664,0.027707790955901146,0.0006869742064736784,0.03539507836103439
38,0.9429578185081482,0.9874090552330017,0.1421818733215332,0.9632097482681274,0.9942423105239868,0.09327053278684616,0.11828397214412689,6.423088780138642e-05,0.010168176144361496,0.0002325271925656125,0.01911621168255806,0.0003284927806816995,0.02085941843688488,0.5147804617881775,0.5150119066238403,2.3491692543029785,0.5313131213188171,0.5173930525779724,3.047513008117676,2.6978297233581543,0.00010962857777485624,0.015305518172681332,0.000306818779790774,0.023567745462059975,0.000550000520888716,0.03019462712109089
39,0.9422289133071899,0.9873901605606079,0.14265960454940796,0.9638692140579224,0.9942261576652527,0.0936407744884491,0.1188514307141304,6.546093936776742e-05,0.010305674746632576,0.00023031904129311442,0.018959205597639084,0.000335429998813197,0.021124474704265594,0.5137497186660767,0.516739010810852,2.149613380432129,0.5302824378013611,0.5146992206573486,3.1462624073028564,2.6478357315063477,0.00013127097918186337,0.017569992691278458,0.0003465559857431799,0.025769611820578575,0.0007649637409485877,0.03822985291481018
40,0.9484242796897888,0.9897096157073975,0.1281765103340149,0.9675482511520386,0.995059609413147,0.08524163067340851,0.107273168861866,6.683721585432068e-05,0.010469865053892136,0.00023076392244547606,0.019007332623004913,0.00032456297776661813,0.020697638392448425,0.511193573474884,0.5167635083198547,2.188720464706421,0.5302824378013611,0.5168819427490234,2.8780758380889893,2.5339441299438477,9.511263488093391e-05,0.013741475529968739,0.00042900419794023037,0.030179524794220924,0.0006761963595636189,0.035042986273765564
41,0.9489275217056274,0.9895142912864685,0.12924590706825256,0.967877984046936,0.9952126741409302,0.08441337943077087,0.10747955739498138,6.67186250211671e-05,0.010453258641064167,0.00023051664175000042,0.01898810639977455,0.00032818084582686424,0.02083798497915268,0.5157699584960938,0.5193591713905334,2.160329580307007,0.5253762006759644,0.515293538570404,2.934955358505249,2.545836925506592,9.317140211351216e-05,0.013505019247531891,0.0003501798491925001,0.02593536116182804,0.0006297657964751124,0.033217962831258774
42,0.9528495073318481,0.9907371401786804,0.11996790766716003,0.970429003238678,0.9957455992698669,0.07940885424613953,0.10038918256759644,6.508689693873748e-05,0.01027761772274971,0.00022651575272902846,0.01876435987651348,0.00033028662437573075,0.020965611562132835,0.514491856098175,0.5165235996246338,2.2955007553100586,0.5286744832992554,0.5171669721603394,3.031559705734253,2.663611650466919,0.00010511008440516889,0.014818315394222736,0.00036533272941596806,0.02676839381456375,0.0007733944221399724,0.03851333260536194
43,0.9542551636695862,0.9913259148597717,0.11698287725448608,0.9701860547065735,0.9958561658859253,0.07801149040460587,0.09808415174484253,6.451248918892816e-05,0.010207471437752247,0.00022757003898732364,0.018816977739334106,0.0003267608117312193,0.020789330825209618,0.5157699584960938,0.5182239413261414,2.2296817302703857,0.5316429734230042,0.5142272114753723,3.3727283477783203,2.7989509105682373,0.0001388293894706294,0.018330615013837814,0.0003956072323489934,0.02841191180050373,0.0006953826523385942,0.03568851947784424
44,0.9551749229431152,0.9914344549179077,0.11524493992328644,0.9703248739242554,0.9958420395851135,0.07718005776405334,0.09685810655355453,6.481241871370003e-05,0.010241777636110783,0.00022487017849925905,0.018635962158441544,0.0003263195976614952,0.02076706290245056,0.5151103138923645,0.5174175500869751,2.3398306369781494,0.5368790030479431,0.5190824270248413,3.1718204021453857,2.752957820892334,8.322481880895793e-05,0.012399847619235516,0.0003707090800162405,0.027079632505774498,0.0006580576882697642,0.03432847931981087
45,0.9557649493217468,0.9917528033256531,0.11328180134296417,0.9721817374229431,0.9962947964668274,0.07268090546131134,0.0934269055724144,6.588971154997125e-05,0.010350647382438183,0.0002310437266714871,0.01902911253273487,0.00033012733911164105,0.020924685522913933,0.5115646123886108,0.5163151025772095,2.240283966064453,0.5279735922813416,0.5147100687026978,2.801828622817993,2.5216944217681885,0.00010241402924293652,0.014522258192300797,0.00028546268003992736,0.02231663465499878,0.0006778991664759815,0.035046759992837906
46,0.9601901769638062,0.9930885434150696,0.10301322489976883,0.9724941253662109,0.9963560700416565,0.07145396620035172,0.08772142976522446,6.295241473708302e-05,0.010031141340732574,0.00022822439495939761,0.018837053328752518,0.0003205751709174365,0.020555326715111732,0.5125953555107117,0.5159439444541931,2.5330517292022705,0.5296227335929871,0.5163850784301758,3.0128695964813232,2.772753953933716,8.26776449684985e-05,0.012336974032223225,0.00034775733365677297,0.025806521996855736,0.0006549513782374561,0.034193821251392365
47,0.9593572020530701,0.9928128719329834,0.10487991571426392,0.9741080403327942,0.9966910481452942,0.06878362596035004,0.08744663000106812,6.299099186435342e-05,0.010040170513093472,0.0002264324575662613,0.0187421552836895,0.00032495707273483276,0.020727546885609627,0.514491856098175,0.5179304480552673,2.3467843532562256,0.5231086611747742,0.5139719247817993,3.0983686447143555,2.7223422527313232,9.99501280602999e-05,0.014259369112551212,0.00034028335358016193,0.025392482057213783,0.0006649285205639899,0.03454179689288139
48,0.961821436882019,0.9934545159339905,0.09938102215528488,0.9754789471626282,0.9968531727790833,0.06584706157445908,0.08313822001218796,6.33513045613654e-05,0.010066362097859383,0.00022636957874055952,0.018743284046649933,0.0003251788148190826,0.02071244642138481,0.5180374979972839,0.5185329914093018,2.4992566108703613,0.5299113392829895,0.5144668817520142,3.2695748805999756,2.8845176696777344,0.00010254691733280197,0.014546746388077736,0.0004068940179422498,0.02901438996195793,0.0007607447914779186,0.038103729486465454
49,0.9615264534950256,0.9936088919639587,0.09910544753074646,0.9749583601951599,0.9967097640037537,0.06714840233325958,0.08376765996217728,6.331762415356934e-05,0.01007583737373352,0.00022535817697644234,0.018676478415727615,0.00032868079142645,0.02088748663663864,0.5155225992202759,0.5188886523246765,2.2084219455718994,0.5304473042488098,0.5181774497032166,3.0461721420288086,2.6252338886260986,8.35298269521445e-05,0.012425302527844906,0.0003326615842524916,0.02498234063386917,0.0007135411142371595,0.03635193407535553
